data;label
i had seen my credit report and i see that they are multiple inquiries from chase and xxxx that i do not recognize and do n't believe making so i would like them removed.;0
the $ xxxx $ xxxx {$400.00} money sent to xxxx xxxx and xxxx xxxx was totally a fraud, they took my information and sent me a fraudulent check in order to get my money.;0
i negotiated a settlement with my chase credit card and i paid as agreed. they have no reneged on our agreement and are still showing a balance on this card. ref # xxxx xxxx;0
debt was settled in dispute resolution and i have copy of signed settlement agreement and both the cleared personal checks that were used to pay full settlement agreement amount and the lawsuit was dismissed.;0
chase is sending me unsolicited email messages, that do not contain any information that is relevant to the activity on my account, and does not provide an option to unsubscribe from those unwanted emails.;0
chase unrestricted my personal bank account after i received a small eidl loan as xxxx xxxx. which sba gave based on the loan application. need to get the account unrestricted to pay my bills.;0
i asked for a credit limit increase and they denied it, but still reported an inquiry to the credit bureaus which decreased my credit score and will remain on my credit report until 2021.;0
i applied for a chase freedom card and it was denied. i'm wondering what i need to do to get accepted. if my credit card score is too low how can i fix this?;0
my wallet was stolen. with my social security card credit cards banks cards. id etc they tryed to open banks phones credit cards. loans. and they used my atm card and got my money;0
chase bank initiated an account closure of my checking account on xx/xx/xxxx, but they did not provide an adverse action notice and have not given me any specific reasons for the account closure whatsoever.;0
some of these purchases were made by an xxxx  spouse, i was in a xxxx xxxx relationship and now chase credit services is on my credit report and i want it off immediately.;0
"as a veteran i was given a safety deposit box for free to date i am still billed from chase i called ; rep said she would take care of today the bill doubled";0
i've disputed this account several times and i have two fraudulent accounts with jpmcb, that dont belong to me and i demand its removed. jpmcb card date opened : xx/xx/2018 account # : xxxx;0
i got a monitoring alert, today, xx/xx/xxxx, that jpmcb card pulled my credit report, but i never applied for anything today or with them. it was done without my concent or fraud is happening.;0
on xx/xx/2020 i deposited xxxx checks in my chase checking account. immediately after the funds cleared. the bank ( chase ) closed my account with absolutely no reason, i believe this to be unfair.;0
a account was open on my name,, and fraud was on my account right after,, this happen since xxxx, and i can not open other bank account on my name, due to this issue;0
i am being overcharged for mortgage insurance, as highlighted on the attached amortization schedule, which was provided at the closing on my loan, and on my payment schedule printed from the lender 's website.;0
contacted by xxxx from xxxx xxxx xxxx on xx/xx/xxxx & xxxx at my workplace before xxxx xxxx. told they will be verifying my employment, assets and property if i don't get the debt resolved.;0
hello i lost my job and couldn't pay my credit cards three months all this happened during the coronavirus period i went through a hard time i paid all my debt to chase bank;0
i have been approved for serveral trial modifications by my first lien holder xxxx mortgage however chase who owns my second is not willing to submordinate the loan to help me save my home.;0
chase bank closed my account without any prior warning. they refused to give any disclosure as to why the account was closed. i have been with them for 5 years with no other issues.;0
xxxx charged my card {$2500.00} for a 2 day rental that was previously paid for. they have no contract or agreement for that amount chase keeps allowing them to refill the fraudulent transaction repeatedly;0
chase mortgage is not waiving pmi when my loan is coming down to 80 %. no they say i need to pay {$400.00} for appraisal and then the loan value should be 70 %.;0
bank is charging {$15.00} per month repeatedly including in xxxx of 2017 and months prior. when account was opened advised minimum balance of {$500.00} for account and now they are claiming, fraudulently, {$1500.00} balance.;0
( j.p.morgan chase ) not professional or correct to capitalize their banks name. violation of my individual due process in banking errors. ( j.p.morgan chase ) failed j.p. morgan chase also in former complaints.;0
my account was never resolved after disputing several charges from a rental car service. my account was closed even after speaking with a banker at chase bank. i then obtained a xxxx money card.;0
i was charged interest by chase after a representative informed me that there would be no interest charges if the payment was received before the due date. attached letter to chase explains the situation.;0
my chase account being overdrawn when speaking to chase, i have several tickets xxxx and i can also have a ticket # xxxx amongst other tickets. please replace those overdraft fees and thank you.;0
we have been denied a short sale opportunity because i am xxxx and have funds in a business account which chase says could be used for mortgage payments in lieu of paying quarterly taxes.;0
"i want to add this motion of information i filed in federal bankruptcy court to the following case # 's already in progress ... 

xxxx and xxxx for xxxx and jp morgan chase na.";0
on xx/xx/2018, i was alerted by xxxx that chase card obtained a copy of my xxxx credit report. this was not unauthorized by me and i have disputed this with chase before this incident.;0
chase changed my card without my authorization forcing me to lose points and a xxxx travel credit i want them to compensate xxxx point for my timr how can they arbitrarily open my account;0
in xxxx, i was issued a xxxx from chase bank for a debt they cancelled. i have contacted all three credit bureaus to have the information updated but chase has not updated my balance.;0
chase flagged my account as fraud/ abuse with xxxx. now i can not open an account anywhere and i am a xxxx veteran who only recieves xxxx pay. this has caused me more hardship.;0
xxxx xxxx xxxx has violated x 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase closed my account with out warning..been struggling to pay but have been making min payments each month ... as my credit score decreased they increased my percent interest and lowered my credit limit;0
chase issued a amazon.com visa signature card without me applying for it after they sent me a letter that they had insufficient documentation for issuing that credit card, for which i have never applied.;0
i discovered a card that had expired and was not told when purchased that card had expiration date. company ( chase bank ) refuses to honor card which obviously gave bank a {$100.00} profit;0
the car loan had to be transferred to my daughter but the financial company does not want to transfer documents so that my daughter can register the car in her name in another state;0
xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx, il xxxx xxxx reimbursement check # xxxx ( xxxx xxxx  xxxx/xxxx/xxxx xxxx member # xxxx xxxx/xxxx/xxxx - spoke with xxxx xxxx/xxxx/xxxx - supervisor xxxx;0
chase bank is repeatedly assessing late fees to my mortgage account, when i have never been late on a payment in 12 years. i have been billed over {$200.00} in the last 4 years.;0
jpmcb card bank credit cards xx/xx/2018 i noticed this credit inquiry run on my report which i did not authorize. can i please have it removed. i would also like proof of documentation.;0
refused to deposit {$500.00} cash into my wifes savings account even though i had the account number my last name and hers are the same and we both leave at the same address;0
"on xx/xx/xxxx my credit card was charged : {$89.00} by xxxx without my purchase or permission.

on xx/xx/xxxx i identified that approximately 35,000 reward points had been removed from my credit card point program.";0
xx/xx/2016 - checked my credit report and found an inquiry from company on xx/xx/2016. i did not put in an application for this company and my credit report should not have been run.;0
chase bank mortgage co. isn't reporting my house payments for over 6 years. i sent them the reaffirmation documents for my discharge of bankruptcy. no one want to take care of my needs.;0
this has been an ongoing issue with chase. all we want are our statements so that we can challenge some of the charges. they have been dragging their heels now for 3 months.;0
both of my stimulus checks were sent to an account that isn't mine, and chase bank told me there is nothing they can do. and the irs isn't trying to to anything either.;0
i was un able to open a checking account at chase bank? and i would like to know why it only showed up on xxxx credit report no other reported show up on.;0
chase bank has allowed someone to do hard inquiries on my account and they sent something in the mail asking for my social security number and the credit bureau to resolve the issue.;0
has pull a hard inquiry on my credit which i did not get approved for. now i am trying to apply for an apartment and this is not allowing me from getting approved.;0
"chase freedom credit card. 
i am attaching letter and billing information from their company which i will also attach that i don't have a chase freedom card not did i apply for one";0
my bank is n't reporting the transactions and funds available to my third party banking app  xxxx . i am requesting there be a change as it affects my ability to transfer.;0
chase has resolved the issue, and the check which was sent was returned in error as the package wasn't correctly addressed to the recipient please could it be resent to the address provided.;0
i had previously advised chase not to send me confusing and poorly designed marketing materials, but chase continues to do that regardless of the fact that it ridicules itself. please see the attachments.;0
i reported a fraudulent charge and asked for the credit card to be closed, but instead customer service closed my entire account. now my credit age resetted and credit score dropped 100+ points.;0
"i have asked the company to lower my 29.99 % interest rate. i pay on time and i have

a high credit score. i can never pay down this balance with this high rate.";0
chase card show details xxxx xx/xx/xxxx {$2500.00} xx/xx/xxxx {$2500.00} charge-off {$2000.00} xxxx xxxx xxxx show details xxxx xx/xx/xxxx {$2700.00} xx/xx/xxxx {$2700.00} charge-off show details xxxx xx/xx/xxxx {$110.00} xx/xx/xxxx {$110.00} charge-off {$500.00} xxxx xxxx;0
i disputed fraudulent transactions on my chase debit card. they initially credited {$110.00} and {$24.00} to my checking account, then reversed the credit. they gave no explanation for the reversal. account number xxxx.;0
chase said they try to apply that amount to xxxx billing.. but i would like them to stop their practice of applying my monthly payments to principal when ever it suits them ...;0
i opened an personal checking account, the account was open for only three days before it was suspiciously closed. the bank did not assure my account 's safety or follow customer service protocol.;0
"reference case # xxxx. 

this was closed prematurely and i have been continually trying to follow up with chase before re-submitting here. 

please investigate my dispute according to the original case, thank you.";0
i applied for amazon credit and they responded with an inaccurate credit score. they claim it came from xxxx  - jp morgan chase, and i get all alerts from xxxx  directly.;0
i have banked with chase for about ten years like a fool with out ever receiving a bank statement. and, when i made a request for xxxx, bank statement, my account was closed.;0
xxxx xxxx has not send accurate verifiable documentation that i owe any debt bearing my signature. i sent a letter on xx/xx/2021 asking to validate and this company has not done so properly.;0
i have been a victim of identity theft. chase bank wants to charge me for the unauthorized transactions of approximately {$1000.00} i did not make, eventhough i am showing them a police report.;0
we received an advertisement by us. mail from chase bank informing us of a lower interest rate and lower monthly mortgage payment. the year was either xxxx or xxxx, i 'm not certain.;0
i have submitted multiple complaints with ftc and bureaus and talked to company directly to inform them that it looks like a fraud was used to obtain the accounts under my name ...;0
chase is reporting a debt on my credit file that is not mine. i am no longer an authorized user on this card and it needs to be removed off my credit file.;0
my bank account was compromised due to fraud in 2017 and chase closed all my accounts and credit cards. it was not my fault at all and they permanently closed all my accounts.;0
reported an unauthorized xxxx charge for {$1200.00} with chase end of xxxx, denied claim xx/xx/15 because it was shown it was accessed through my phone, but personally never authorized. couldn't do a reversal.;0
"letters sent in regards to inaccurate information with xxxx, xxxx, xxxx. letter sent xx/xx/xxxx & xx/xx/xxxx. 

also updated address and only address is : xxxx xxxx xxxx xxxx xxxx xxxx. xxxx, nj xxxx";0
xxxx xxxx xxxx xxxxxxxx isn't reporting my house payments for over 6 years. i sent them the reaffirmation documents for my discharge of bankruptcy. no one want to take care of my needs.;0
i send chase jpmorgan xxxx online they took the cash, and xxxx online and today they have failed to apply the cedit to the account, the currently have the property in foreclosure status.;0
i am curious why my payment, again, is due back to back with you guys. i would like someone to make contact with me. i have never had this issue with anyone before.;0
i purchased the residence in xxxx with no escrow account. chase inserted an escrow account when they paid my xxxx property taxes that i also paid, affecting the accrued interest on the loan.;0
my ssn is about 8 months old and they show some credit card of chase on my credit file. from like 2013. actually at that time i was not in the united states.;0
way to many overdraft fees. i've been a long time customer and these fees are becoming ridiculous. i had to make a purchase at xxxx for medication and food to prepare for hurricane;0
in xxxx xxxx several accounts was opened in my name without my knowledge, 1. xxxx xxxx loan {$37000.00}, 2. chase auto loan {$8500.00}, xxxx. xxxx xxxx credit card {$2500.00}, xxxx. xxxx xxxx {$2500.00};0
i got a tax form mailed to my address with out filing with xxxx xxxx and im wondering if some one took a card out in my name please contact me at xxxx;0
loans paid as agreed, lender phone calls and correspondence confirmed however no resolution or changes to my credit report or performed by the agency/financial institution for fair credit reporting timelines and or act.;0
i recently received a phone call from this company attempting to collect a debt that is past the statue of limitations. today i received a letter in the mail concerning that same debt.;0
i 've been a victim of fraud on 2 occasionxxxx on my credit report. one is from xxxx xxxx on xxxx xxxx, xxxx. the one is chase card inquiry on xxxx xxxx, xxxx.;0
chase has lost all my investment account that i had with washington mutual and 401k plans and refuses to give me my daughter social when i showed them i 'm the account holder;0
several months ago i tried to use my card-it was declined. this is puzzling as they are automatically sent not less than {$50.00} and usually {$100.00}. there have been no gaps in payment.;0
i got hit with a hard inquiry on xx/xx/2018 from chase manattan. this is fraud and not authorized by me. i never applied for this card or any card on this specific date.;0
i asked before cashing a check that it be verified and was told it was good. in fact it was n't and now i am being penalized as owing and reported to xxxx.;0
chase allowed someone to use my account they have not fixed this since xx/xx/xxxx i 've made them aware of this several time and show them proof that i never received these items;0
"xxxx : reported my mother 's death to chase card services, pending refund to be sent to xxxx ; followed up on xxxx ; xxxx ; xxxx -- have not received money owed";0
i had a divorce, house was given to ex. deed is in her name. divorce papers clearly states ownership. chase bank has kept mortage on my credit report for 8 years since divorce.;0
my loan was sold without notice i found out the day before the effective date! i get my documents online but was never notified in that method and have not seen any letters.;0
i do not know what this account is this account does not belong to me it was opened up as a result of my identity being stolen .. and needs to be removed;0
i was scammed through xxxx on xx/xx/2018 - by sending money from my chase bank account to another person and i contacted my bank and they said they wouldnt do anything for me.;0
on xx/xx/18 a amount of {$450.00} was processed on xxxx and another one of {$100.00} on xx/xx/18. never received anything in return to the money. bank said they couldnt do anything about it.;0
i paid chase bank and they never updated the information with the credit bureaus. this is hurting my credit report and score and preventing me from achieving my dream of buying a home.;0
xxxx xxxx ssn : ***********, showing chase on xxxx acct. xxxx not my account. please take off as i am trying to close on a house and this is holding up the closing;0
chase bank is already aware that this is a deceased account, they are still reporting me as an authorized user on a closed cardmember 's deceased account. i am not responsible for repayment.;0
onxx/xx/2018, chase bank send me letters informing that chase decide to close my checking and saving accounts, and the process is not reversible. chase didn't provide any more information and reasons for that.;0
a non authorized credit card application was submitted to chase manhattan bank. in response to this chase denied the card and that resulted in 52 points down in my xxxx xxxx credit report.;0
i utlilzed one time higher then my limit on a business card ( during holiday season ) and they closed all my account even my personal accounts!! without working with me at all.;0
chase card was reported on xx/xx/2019. however, fraudulent application have been submitted my identity without my consent to fraudulently obtain services. do not extend credit without verifying the identity of the applicant.;0
xxxx called xx/xx/19 and left automatic voicemail. xxxx called xx/xx/19 at xxxx pm and left another voicemail. xx/xx/19 left another voicemail. xx/xx/xxxx, at xxxx pm left another voicemail. this is chase bank.;0
i have tried to open an account with several banks and even though all my information would be correct i get an email or a mail saying that my information wasnt correct.;0
i do not have the loan from chase mortgage company anymore. i owe nothing on the account and they are report negative payment. they sold my loan to another mortgage company xxxx;0
banks are requiring that their customers who want to earn miles to travel/airlines have to apply for credit cards. that makes no sense for those that have no, bad, or average credit.;0
i have a savings account with a balance of {$590.00} which i opened in 2002. apparently because the account was not set correctly in their system, i'm not allowed to withdraw funds.;0
chase sent me letter after 5 years of dealings that my account will be closed i feel i'm being racially profile by chase card service due too my name color and ethnicity;0
chase bank closed about my account b/c i reported to cfpb they have violated all my consumer rights not letting me have an account. xxxx i reported them ' froze my acct;0
company keeps playing games they sent me an email about a letter and statement about xxxx in the xxxx asking me to login and read it, guess what my account still locked;0
xx/xx/2020 i applied for a chase credit card for my xxxx. i was asked for my personal ssn # after providing the ein. my ssn # was ran instead of my ein.;0
the following account is an result of fraud. jpmcb xxxx {>= $1,000,000} {$7800.00} i have no knowledge of this account. i have tried to fix this with the company in question jpmcb.;0
i had a chase amazon rewards credit card where i was making a xxxx dollar minimum payment. i had gone through financial hardships and hard really struggled to make payments every month.;0
i disputed this account with the company due to identity theft and they failed to provide proof that the account belonged to me and failed to removed it from my credit reports.;0
i notified the company that this account had been paid and closed and has been in my credit report too long past the seven year mark that it should have been removed.;0
chase and xxxx xxxx have close my accounts with money in them. iam self employed its hard out here some people checks take longer to clear and the punished me for it;0
account xxxx im requesting to reopen the disputes for charge i made on xx/xx/xxxx xxxx xxxx {$710.00}. i tried to dispute this transaction but chase customer service was not helpful at all.;0
on xx/xx/xxxx i deposited a check. as of xx/xx/xxxx, the funds are still not available in my account. chase has not given me a reason, for why the funds are not available.;0
jpmcb card services - final payment {$2000.00} on  xx/xx/2019 creditor closed the account with a cancellation of debt/settlement creditor ensured they would removed this negative item from my credit/consumer file report.;0
chase bank fraudulent transaction claim # xxxx closed per update letter xx/xx/19 and removed xx/xx/19 credit of {$3000.00} from account xxxx xx/xx/19 while xxxx took care of a coworkers identical fraudulent transaction.;0
i am having a problem wi th chase  updating my transactions with   xxxx   xxxx   with whom i use on a weekly basis for extra money.;0
this is my second attempt to resolve the issue in regards to consumer credit transaction with chase bank credit card. chase bank is in violation of 15 usc 1605 ( a ).;0
chase cards has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
chase has violated 15 usc and 1692 by continuing collection activity after a cease and desist and 16 usc 1681 by failing to report complete and accurate information to credit reporting bureaus;0
in reference to a previous case with cfpb xxxx this loan is not involved in a active litigation. complaint and request for qualified written response ( qwr ) from j.p. morgan chase;0
chase bank has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
my debit card got stolen and i called chase to report it. now they are telling me all my accounts are closing and i am no longer allowed to bank with chase.;0
chase bank has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
this acct is fraudulent and when initially submitting information was not totally complete this was a case of identity theft and needs to be removed from your records and my file asap;0
i received a xxxx cancelation of debt for this account. please remove this account from my experian credit report as the retention time has expired and it is causing me financial harm.;0
i have contacted customer service at chase auto about a inquiry on xx/xx/2017 and was informed they were unable to provide any information or present a application for credit allowing my consent.;0
my name is xxxx xxxx and i have a mortgage with chase my loan is xxxx and i lost my job and i fell behind on the mortgage. i am request assistance.;0
"on xxxx xxxx charged xxxx xxxx visa {$49.00} for a xxxx bank. 
xxxx xxxx was sent a textbook. he was not sent a xxxx bank. he wants a full refund. seller misrepresented.";0
i am an xxxx - did a liquiidation appraisal for jp morgan chase bank xx/xx/2016 - can not get paid need some help xxxx xxxx xxxx, nc xxxx appraisal # xxxx -;0
the credit card was charged additional fees after being paid off. ive called several time to receive an explanation for the xxxx plus charge. i havent been able to receive any answers;0
"xxxx xxxx xxxx-over charged on account {$300.00} to {$400.00}! 

aarp chase bank-over charged {$1900.00} for dentures i do not have in my mouth, nor in my possession, and ihave not received cost-benefit/effectiveness!";0
working on a chase/ fha short sale. we have the xxxx issued by hud and an offer that meets the required hud net - chase has not responded to this offer submitted.;0
jp morgan chase bank was slow to process the refinance loan, requested more information, and then charged a $ xxxx fee in order to secure the promised rate after the lock-up expired.;0
home equity was modified under xxxx ... chase has not updated system and keeps calling saying the loan is in arrears ... .spoke to them trying to correct and to no satifaction;0
xx/xx/xxxx 3 times of {$34.00} overdraft fee by chase bank xx/xx/xxxx 4 times of {$34.00} overdraft fees by chase bank contacted the bank many times and they refuse to waive these fees;0
chase bank has violated 15 usc 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus.;0
"got text message that number from xxxx and message show "" fr. : chase. 

your online access has been suspended due to multiple ip detection follow to reactivate immediately xxxx xxxx xxxxxxxx";0
"someone called stating i had felony committed under my social security number and name. took xxxx out of my checking account to "" secure my assets "". stating from police department.";0
chase card ( s ). sent disputes beginning xx/xx/17. filed disputes requesting creditor to remove negative items if not reported to the credit reporting agencies in compliance with fcra and fdcpa.;0
2017 they stole {$6000.00} out of my account chase bank took {$6000.00} out of my account when i was making cash deposits and i have all the emails to show you.;0
on xx/xx/20 my account with chase was restricted. my online access has been blocked. i can not make payments on my balance because of this. i can not purchase anything either.;0
fcra violation inquires from jpmcb hl is not mine please remove it showing late on mortgage was never late correct that showing utilization 100 on wireless bill that effects my score;0
someone used my debit card to withdraw {$60.00} from my account. i repotyed this as fraud, my bank later decided this was a valid transaction made by me. it was not.;0
chase bank has been taking a long time to communicate with my payroll company. it is very frustrating that they are way behind on syncing my actual funds to other apps.;0
on xx/xx/2018 chase closed all my credit cards and bank accounts, with no given reason. further calls escalating the matter and talks with my chase private banker did nothing to help.;0
i have complained about the banks fine for overdraft but i havent refunded it after months. i am very disappointed.the bank charged the insufficient funds fee {$34.00} for {$21.00} overdraft..on xx/xx/2020.;0
"on xx/xx/2020, us sm bus admin oda add a hard inquiry on my credit report per xxxx. 
on xx/xx/2020, jpmcb card add a hard inquiry on my credit report per xxxx.";0
we reduced our coverage amount because our xxxx xxxx balance is xxxx and our home equity balance is xxxx.i feel {$200000.00} for the dwelling is adequate amount for the flood insurance.;0
i would like to dispute the response submitted on consumer financial protection bureau case number xxxx. i am attaching additional correspondence and would like case to be reopened for further investigation.;0
chase has violated 15 us 1692 by continuing collection activity after a cease and desist and 15 usc 1681 by failing to report complete and accurate information to credit reporting bureaus;0
i have a long standing credit card account with jp morgan chase. the card had a fixed apr for over a decade that changed to a variable apr without my knowledge.;0
i received two credit card inquiries  from banks ( xxxx xxxx and jp morgan chase ) that i never applied for cards from, this past saturday the xxxx of xx/xx/2021.;0
a payment of xxxx 41 days late for the xxxx payment. a double payment was set up to be paid xx/xx/xxxx of xxxx. account was still considered late on credit report.;0
i am listed as an authorized user for a credit card that i have no knowledge of. i have no personal or business knowledge of any transactions for this credit account.;0
my accounts were levied and i was not given any help whatsoever to resolve this, from my bank, social security, irs, and various other sources i begged for help!!! please help;0
fees being charged for unlawful fee not looking to sue just want items refunded est chase -xxxx xxxx -xxxx  xxxx  reporting inaccurate infomation on bothe b/c of their violations;0
because of my identify theft issue, cyber criminals able to deposit fraudulent checks and withdraw funds thru electronic transfers. that caused other transactions bounced back with return fees and overdraft fees.;0
chase charged xxxx overdraft fees for xxxx check for {$1200.00} that overdrew the account. the acount has reverse positive pay and the item should have been pending for review before payment.;0
my bk is over 10 years old. i asked chase to remove the bk from my mmortgage statement. it embarrases me and i cant submit for a second loan. they refused;0
chase is marking late for payment that are not late. they are cash payments made in a local branch. they are charging me erroneous fees that i never agreed or discussed.;0
chase xxxx i do n't remember ever having this card, i have a xxxx card and use it all the time but i do n't have a clue what this is.;0
during the covid-19 we asked the bank to reverse interest fees for xxxx and xxxx in the amounts of {$290.00} and {$310.00} totaling {$610.00}. the bank refused to make any considerations.;0
in  2011  the said company,  xxxx , failed to lower my loan amount to a comfortable payment. i paid them a substainable amount of money to no avail.;0
i had some lost my wallet with everything in it i had called the bank to report identity theft the bank still want it me to pay for the fraudulent transactions.;0
